	File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
1130	ENCFF426VNY	bam	bam	alignments	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF537LHD	857919715	ENCODE Processing Pipeline	2fe4e15054fb1013e207538a1be65373	https://www.encodeproject.org/files/ENCFF426VNY/@@download/ENCFF426VNY.bam	hg19	released	s3://encode-public/2017/09/19/84f2bcb5-ae46-4f5a-a9de-a048cf23dbc9/ENCFF426VNY.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1150	ENCFF364GVG	bam	bam	alignments	ENCSR564TUY	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF931KUF	1798337553	ENCODE Processing Pipeline	33811fd3555c48c038da351cb8c33fd9	https://www.encodeproject.org/files/ENCFF364GVG/@@download/ENCFF364GVG.bam	hg19	released	s3://encode-public/2017/09/19/3c72cd5c-c1a7-4a7b-9d5f-1227bec7d10f/ENCFF364GVG.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1152	ENCFF364GVG	bam	bam	alignments	ENCSR564TUY	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF931KUF	1798337553	ENCODE Processing Pipeline	33811fd3555c48c038da351cb8c33fd9	https://www.encodeproject.org/files/ENCFF364GVG/@@download/ENCFF364GVG.bam	hg19	released	s3://encode-public/2017/09/19/3c72cd5c-c1a7-4a7b-9d5f-1227bec7d10f/ENCFF364GVG.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1154	ENCFF364GVG	bam	bam	alignments	ENCSR564TUY	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF931KUF	1798337553	ENCODE Processing Pipeline	33811fd3555c48c038da351cb8c33fd9	https://www.encodeproject.org/files/ENCFF364GVG/@@download/ENCFF364GVG.bam	hg19	released	s3://encode-public/2017/09/19/3c72cd5c-c1a7-4a7b-9d5f-1227bec7d10f/ENCFF364GVG.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1174	ENCFF549MOI	bam	bam	alignments	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF301QHE	1688237641	ENCODE Processing Pipeline	940e0d8ad5a6da6a0ea58e190f7512f5	https://www.encodeproject.org/files/ENCFF549MOI/@@download/ENCFF549MOI.bam	hg19	released	s3://encode-public/2017/09/19/8954ff7c-4aec-4bf8-bbb7-f9079eb7b09f/ENCFF549MOI.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1176	ENCFF549MOI	bam	bam	alignments	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF301QHE	1688237641	ENCODE Processing Pipeline	940e0d8ad5a6da6a0ea58e190f7512f5	https://www.encodeproject.org/files/ENCFF549MOI/@@download/ENCFF549MOI.bam	hg19	released	s3://encode-public/2017/09/19/8954ff7c-4aec-4bf8-bbb7-f9079eb7b09f/ENCFF549MOI.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1178	ENCFF549MOI	bam	bam	alignments	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF301QHE	1688237641	ENCODE Processing Pipeline	940e0d8ad5a6da6a0ea58e190f7512f5	https://www.encodeproject.org/files/ENCFF549MOI/@@download/ENCFF549MOI.bam	hg19	released	s3://encode-public/2017/09/19/8954ff7c-4aec-4bf8-bbb7-f9079eb7b09f/ENCFF549MOI.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1216	ENCFF738QWP	bam	bam	alignments	ENCSR271QSV	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF240PVX, ENCFF999NIZ	2376569715	ENCODE Processing Pipeline	3c875d94267a90ec148e357b37f3a2ec	https://www.encodeproject.org/files/ENCFF738QWP/@@download/ENCFF738QWP.bam	hg19	released	s3://encode-public/2017/09/19/5708699d-c5e3-4b24-a018-c79eaca79de9/ENCFF738QWP.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1218	ENCFF738QWP	bam	bam	alignments	ENCSR271QSV	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF240PVX, ENCFF999NIZ	2376569715	ENCODE Processing Pipeline	3c875d94267a90ec148e357b37f3a2ec	https://www.encodeproject.org/files/ENCFF738QWP/@@download/ENCFF738QWP.bam	hg19	released	s3://encode-public/2017/09/19/5708699d-c5e3-4b24-a018-c79eaca79de9/ENCFF738QWP.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1220	ENCFF738QWP	bam	bam	alignments	ENCSR271QSV	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF240PVX, ENCFF999NIZ	2376569715	ENCODE Processing Pipeline	3c875d94267a90ec148e357b37f3a2ec	https://www.encodeproject.org/files/ENCFF738QWP/@@download/ENCFF738QWP.bam	hg19	released	s3://encode-public/2017/09/19/5708699d-c5e3-4b24-a018-c79eaca79de9/ENCFF738QWP.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1258	ENCFF134NUT	bam	bam	alignments	ENCSR191EII	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF194FNL, ENCFF821DOP	9384935205	ENCODE Processing Pipeline	74ee27ad3e8ea0f0aca0d0bde7e4b9cf	https://www.encodeproject.org/files/ENCFF134NUT/@@download/ENCFF134NUT.bam	hg19	released	s3://encode-public/2017/09/27/209bb4c8-2eb8-46e8-9170-5b52cce0cebd/ENCFF134NUT.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1260	ENCFF134NUT	bam	bam	alignments	ENCSR191EII	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF194FNL, ENCFF821DOP	9384935205	ENCODE Processing Pipeline	74ee27ad3e8ea0f0aca0d0bde7e4b9cf	https://www.encodeproject.org/files/ENCFF134NUT/@@download/ENCFF134NUT.bam	hg19	released	s3://encode-public/2017/09/27/209bb4c8-2eb8-46e8-9170-5b52cce0cebd/ENCFF134NUT.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1262	ENCFF134NUT	bam	bam	alignments	ENCSR191EII	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF194FNL, ENCFF821DOP	9384935205	ENCODE Processing Pipeline	74ee27ad3e8ea0f0aca0d0bde7e4b9cf	https://www.encodeproject.org/files/ENCFF134NUT/@@download/ENCFF134NUT.bam	hg19	released	s3://encode-public/2017/09/27/209bb4c8-2eb8-46e8-9170-5b52cce0cebd/ENCFF134NUT.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1300	ENCFF182BVE	bam	bam	alignments	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	2	ENCFF098LMK, ENCFF915HIR	2544868946	ENCODE Processing Pipeline	9efa4d8a9dddf4e777a7a50a0a6e4a76	https://www.encodeproject.org/files/ENCFF182BVE/@@download/ENCFF182BVE.bam	hg19	released	s3://encode-public/2017/10/05/a6926e1a-b858-43ef-800c-b07e028a8d44/ENCFF182BVE.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1302	ENCFF182BVE	bam	bam	alignments	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	2	ENCFF098LMK, ENCFF915HIR	2544868946	ENCODE Processing Pipeline	9efa4d8a9dddf4e777a7a50a0a6e4a76	https://www.encodeproject.org/files/ENCFF182BVE/@@download/ENCFF182BVE.bam	hg19	released	s3://encode-public/2017/10/05/a6926e1a-b858-43ef-800c-b07e028a8d44/ENCFF182BVE.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1304	ENCFF182BVE	bam	bam	alignments	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	2	ENCFF098LMK, ENCFF915HIR	2544868946	ENCODE Processing Pipeline	9efa4d8a9dddf4e777a7a50a0a6e4a76	https://www.encodeproject.org/files/ENCFF182BVE/@@download/ENCFF182BVE.bam	hg19	released	s3://encode-public/2017/10/05/a6926e1a-b858-43ef-800c-b07e028a8d44/ENCFF182BVE.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1318	ENCFF101RXU	bam	bam	alignments	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF405AHD	1588570079	ENCODE Processing Pipeline	df413bcf81d08aa682d615a06f376562	https://www.encodeproject.org/files/ENCFF101RXU/@@download/ENCFF101RXU.bam	hg19	released	s3://encode-public/2017/09/19/c4b9940f-7b00-4056-8c03-e22702185c87/ENCFF101RXU.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1320	ENCFF101RXU	bam	bam	alignments	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF405AHD	1588570079	ENCODE Processing Pipeline	df413bcf81d08aa682d615a06f376562	https://www.encodeproject.org/files/ENCFF101RXU/@@download/ENCFF101RXU.bam	hg19	released	s3://encode-public/2017/09/19/c4b9940f-7b00-4056-8c03-e22702185c87/ENCFF101RXU.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1322	ENCFF101RXU	bam	bam	alignments	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF405AHD	1588570079	ENCODE Processing Pipeline	df413bcf81d08aa682d615a06f376562	https://www.encodeproject.org/files/ENCFF101RXU/@@download/ENCFF101RXU.bam	hg19	released	s3://encode-public/2017/09/19/c4b9940f-7b00-4056-8c03-e22702185c87/ENCFF101RXU.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1348	ENCFF800ZLW	bam	bam	alignments	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF732ZRV	1603261445	ENCODE Processing Pipeline	f72db42a5c7754b7786e3d9436634082	https://www.encodeproject.org/files/ENCFF800ZLW/@@download/ENCFF800ZLW.bam	hg19	released	s3://encode-public/2017/09/19/aeca58f9-f372-47e5-861a-a84055087456/ENCFF800ZLW.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1350	ENCFF800ZLW	bam	bam	alignments	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF732ZRV	1603261445	ENCODE Processing Pipeline	f72db42a5c7754b7786e3d9436634082	https://www.encodeproject.org/files/ENCFF800ZLW/@@download/ENCFF800ZLW.bam	hg19	released	s3://encode-public/2017/09/19/aeca58f9-f372-47e5-861a-a84055087456/ENCFF800ZLW.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1352	ENCFF800ZLW	bam	bam	alignments	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF732ZRV	1603261445	ENCODE Processing Pipeline	f72db42a5c7754b7786e3d9436634082	https://www.encodeproject.org/files/ENCFF800ZLW/@@download/ENCFF800ZLW.bam	hg19	released	s3://encode-public/2017/09/19/aeca58f9-f372-47e5-861a-a84055087456/ENCFF800ZLW.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1360	ENCFF352KRQ	bam	bam	alignments	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF716VBH, ENCFF878GLV	18119673035	ENCODE Processing Pipeline	715dac03cd42b2201643f733dadf4974	https://www.encodeproject.org/files/ENCFF352KRQ/@@download/ENCFF352KRQ.bam	hg19	released	s3://encode-public/2017/12/01/0113724e-7927-4e7b-ae6f-498dedbcf72a/ENCFF352KRQ.bam	ENCFF374OLB	bam	bam	alignments	ENCSR620AZM	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	559681158	ENCODE Processing Pipeline	242f5191cb1eec91ba9f6ca43ba196be	https://www.encodeproject.org/files/ENCFF374OLB/@@download/ENCFF374OLB.bam	hg19	released	s3://encode-public/2016/12/19/aefc047c-020e-44d2-9e93-b70348aadc9c/ENCFF374OLB.bam
1362	ENCFF352KRQ	bam	bam	alignments	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF716VBH, ENCFF878GLV	18119673035	ENCODE Processing Pipeline	715dac03cd42b2201643f733dadf4974	https://www.encodeproject.org/files/ENCFF352KRQ/@@download/ENCFF352KRQ.bam	hg19	released	s3://encode-public/2017/12/01/0113724e-7927-4e7b-ae6f-498dedbcf72a/ENCFF352KRQ.bam	ENCFF335LRI	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36	https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19	released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam
1364	ENCFF352KRQ	bam	bam	alignments	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF716VBH, ENCFF878GLV	18119673035	ENCODE Processing Pipeline	715dac03cd42b2201643f733dadf4974	https://www.encodeproject.org/files/ENCFF352KRQ/@@download/ENCFF352KRQ.bam	hg19	released	s3://encode-public/2017/12/01/0113724e-7927-4e7b-ae6f-498dedbcf72a/ENCFF352KRQ.bam	ENCFF982BOE	bam	bam	alignments	ENCSR891KSP	ChIP-seq	CL:0001059	primary cell	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	274959563	ENCODE Processing Pipeline	f6371f2e181315308da122f39a664c61	https://www.encodeproject.org/files/ENCFF982BOE/@@download/ENCFF982BOE.bam	hg19	released	s3://encode-public/2016/12/19/aad6f544-f810-4c79-bdf2-3c71088084ca/ENCFF982BOE.bam
1388	ENCFF025QEQ	bam	bam	alignments	ENCSR641ZPF	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens	DNA	2017-10-02	ENCODE	1	ENCFF035CRF	7774236103	ENCODE Processing Pipeline	76a8e7c4670109486220e8f63b3f7627	https://www.encodeproject.org/files/ENCFF025QEQ/@@download/ENCFF025QEQ.bam	hg19	released	s3://encode-public/2017/09/14/e09564db-3994-4f82-a5d0-a716e05e7859/ENCFF025QEQ.bam	ENCFF091NPG	bam	bam	alignments	ENCSR751BHO	ChIP-seq	UBERON:0000945	tissue	H3K27ac-human	DNA	2018-12-14	ENCODE	1	76.0	ENCFF539VAQ, ENCFF608CMJ, ENCFF746EJK, ENCFF807MUK, ENCFF862SNF	2251736123	ENCODE Processing Pipeline	d934bc38e2079cec75f3f9f7d3163fbd	https://www.encodeproject.org/files/ENCFF091NPG/@@download/ENCFF091NPG.bam	hg19	released	s3://encode-public/2018/11/27/7ebe8b26-8dd0-4abb-b820-bdb9efed5587/ENCFF091NPG.bam
