Assay_Accessibility	Assay_H3K27ac	Assembly	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly_Accessibility	File assembly_H3K27ac	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate_Accessibility	Technical replicate_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0007950	EFO:0007950	GM23338	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF015PPK, ENCFF132WAX, ENCFF449JFT, ENCFF549HLL, ENCFF608YCF	ENCFF411MHC, ENCFF807MUK, ENCFF882JGY	ENCSR004SUL	ENCSR729ENO	2015-06-17	2016-05-03	0.0	H3K27ac-human	s3://encode-public/2017/09/12/b7c1e4d1-2145-4fe2-a9e4-3ba63dcedafb/ENCFF346KOY.bam	s3://encode-public/2016/11/10/2dfcf534-6694-46fe-995a-ae13c072a816/ENCFF321FQC.bam	ENCFF346KOY	ENCFF321FQC	hg19	hg19	https://www.encodeproject.org/files/ENCFF346KOY/@@download/ENCFF346KOY.bam	https://www.encodeproject.org/files/ENCFF321FQC/@@download/ENCFF321FQC.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	paired-ended	7277217539	3256578439	0.0	0.0	0.0	0.0	87be797ce42df693dd2e848cf17b4c7e	f728242880f22f4f09d4c88e0854afb0	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0001187	EFO:0001187	HepG2	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SQR, ENCFF549HLL	ENCFF000BFH, ENCFF807MUK	ENCSR000EJV	ENCSR000AMO	2012-03-28	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/03/0ac0c879-74ff-4c09-9fca-ca85469cd8e1/ENCFF563QJH.bam	s3://encode-public/2017/02/13/15b51f1d-addb-4f20-8b88-6b9aeac795d6/ENCFF743FLS.bam	ENCFF563QJH	ENCFF743FLS	hg19	hg19	https://www.encodeproject.org/files/ENCFF563QJH/@@download/ENCFF563QJH.bam	https://www.encodeproject.org/files/ENCFF743FLS/@@download/ENCFF743FLS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	646701378	424308021	0.0	0.0	0.0	0.0	b65a97286f6ed031dbc08ec514919c2e	33e1d957ac4e958cdc44e56f81c15d69	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0000996	UBERON:0000996	vagina	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF037EMJ, ENCFF077XIC, ENCFF318BSP, ENCFF396RPE, ENCFF409DZC, ENCFF423XZE, ENCFF549HLL	ENCFF095LCX, ENCFF178BTN, ENCFF807MUK	ENCSR437AYW	ENCSR718BTD	2017-10-01	2016-11-10	0.0	H3K27ac-human	s3://encode-public/2017/09/19/cfb25adf-73b2-47e1-b4a4-acf7e5cc18cc/ENCFF446TOY.bam	s3://encode-public/2016/10/31/e9a0b27d-4e4f-4224-a9ad-cdc3af6b4f82/ENCFF409CBK.bam	ENCFF446TOY	ENCFF409CBK	hg19	hg19	https://www.encodeproject.org/files/ENCFF446TOY/@@download/ENCFF446TOY.bam	https://www.encodeproject.org/files/ENCFF409CBK/@@download/ENCFF409CBK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	9906073198	2117075447	0.0	0.0	0.0	0.0	1e29337bd3d7278b011e86abc3254ee3	a60f59d96617bae4099d4a684446d3e8	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0000996	UBERON:0000996	vagina	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF037EMJ, ENCFF077XIC, ENCFF318BSP, ENCFF396RPE, ENCFF409DZC, ENCFF423XZE, ENCFF549HLL	ENCFF340HVH, ENCFF618JJH, ENCFF807MUK	ENCSR437AYW	ENCSR718BTD	2017-10-01	2016-11-10	0.0	H3K27ac-human	s3://encode-public/2017/09/19/cfb25adf-73b2-47e1-b4a4-acf7e5cc18cc/ENCFF446TOY.bam	s3://encode-public/2016/10/31/1a783492-dd8a-4089-8866-71994638a917/ENCFF626GLE.bam	ENCFF446TOY	ENCFF626GLE	hg19	hg19	https://www.encodeproject.org/files/ENCFF446TOY/@@download/ENCFF446TOY.bam	https://www.encodeproject.org/files/ENCFF626GLE/@@download/ENCFF626GLE.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	9906073198	696046654	0.0	0.0	0.0	0.0	1e29337bd3d7278b011e86abc3254ee3	72b6a8460829017b0cb75fbc77b9e173	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000625	CL:0000625	CD8-positive, alpha-beta T cell	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF527PKX, ENCFF549HLL, ENCFF585WBH	ENCFF807MUK, ENCFF915ZPV, ENCFF941MDI	ENCSR840TVG	ENCSR007HLH	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/7d9cc0c7-9e87-454d-9a92-a0a1223c9dd0/ENCFF649VCZ.bam	s3://encode-public/2016/12/19/0d588e2e-cd3e-49ec-8054-0716e0244eb0/ENCFF201JLG.bam	ENCFF649VCZ	ENCFF201JLG	hg19	hg19	https://www.encodeproject.org/files/ENCFF649VCZ/@@download/ENCFF649VCZ.bam	https://www.encodeproject.org/files/ENCFF201JLG/@@download/ENCFF201JLG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2062631268	2068628939	0.0	0.0	0.0	0.0	9f8aa507273c83029d52262718485498	a2a52072a128217605d329b0da6cd618	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002323	EFO:0002323	RWPE1	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000TDW, ENCFF549HLL	ENCFF054HVM, ENCFF807MUK, ENCFF950OXW	ENCSR000ELP	ENCSR203KEU	2012-03-28	2017-03-03	0.0	H3K27ac-human	s3://encode-public/2017/10/05/91b1e948-5fdf-4e95-800c-03f661acec6e/ENCFF295RHS.bam	s3://encode-public/2017/03/01/3b3f1c00-e0e6-4f91-9c9f-b87c90d3cf21/ENCFF900HJH.bam	ENCFF295RHS	ENCFF900HJH	hg19	hg19	https://www.encodeproject.org/files/ENCFF295RHS/@@download/ENCFF295RHS.bam	https://www.encodeproject.org/files/ENCFF900HJH/@@download/ENCFF900HJH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	paired-ended	3444896181	10203217911	0.0	0.0	0.0	0.0	fc6d87e788fc3e27036bcfc9bcc46187	ee9fcec7ac0d3482f4e971d40f0c2baf	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF149EPY, ENCFF414WFK, ENCFF529NSR, ENCFF549HLL, ENCFF564QHA, ENCFF702FIW, ENCFF916IPH, ENCFF934GEX	ENCFF396LFR, ENCFF807MUK	ENCSR728BAD	ENCSR177QFY	2013-07-31	2016-10-24	0.0	H3K27ac-human	s3://encode-public/2017/09/19/e682e6fc-7b22-42ec-b551-0e4de2c8fc36/ENCFF510OHP.bam	s3://encode-public/2016/10/26/36a6899f-dfec-46d8-a560-26e9b8eabe6f/ENCFF070BDW.bam	ENCFF510OHP	ENCFF070BDW	hg19	hg19	https://www.encodeproject.org/files/ENCFF510OHP/@@download/ENCFF510OHP.bam	https://www.encodeproject.org/files/ENCFF070BDW/@@download/ENCFF070BDW.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1591170559	2451227939	0.0	0.0	0.0	0.0	b29c6f1523483dc3ce65f7d673033988	0b45042c86413c2d96997b835804d22e	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000236	CL:0000236	B cell	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF064WNA, ENCFF549HLL, ENCFF666GUI	ENCFF000ANV, ENCFF807MUK	ENCSR247IUJ	ENCSR000AUP	2013-07-31	2012-08-06	0.0	H3K27ac-human	s3://encode-public/2017/09/19/f7ec8e40-d057-4787-9d2e-c628a53479f4/ENCFF846VKR.bam	s3://encode-public/2017/04/12/0029467a-e67b-46a6-af44-5f13aa9e6524/ENCFF753OFQ.bam	ENCFF846VKR	ENCFF753OFQ	hg19	hg19	https://www.encodeproject.org/files/ENCFF846VKR/@@download/ENCFF846VKR.bam	https://www.encodeproject.org/files/ENCFF753OFQ/@@download/ENCFF753OFQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1541538243	3351323759	0.0	0.0	0.0	0.0	8e32428c532c088ac1f18f430c6a1e1d	203bc1afcb184e6618a6d357a7941600	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000856	NTR:0000856	mesendoderm	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF549HLL, ENCFF955SLG, ENCFF978QGB	ENCFF296LHG, ENCFF807MUK	ENCSR714DIF	ENCSR473PNT	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2018/05/07/5a4c3027-d244-4200-aca1-3626d1182435/ENCFF940VYO.bam	s3://encode-public/2016/12/19/1ef6caea-7ced-434d-aaaa-de28d5008d88/ENCFF461XXW.bam	ENCFF940VYO	ENCFF461XXW	hg19	hg19	https://www.encodeproject.org/files/ENCFF940VYO/@@download/ENCFF940VYO.bam	https://www.encodeproject.org/files/ENCFF461XXW/@@download/ENCFF461XXW.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1443008562	1813268376	0.0	0.0	0.0	0.0	a1edb5cd793be495b39f18401da9614c	5562df57d2adb0559cb7aab9abfbf879	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000312	CL:0000312	keratinocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF000TBT, ENCFF549HLL	ENCFF000CNN, ENCFF807MUK	ENCSR000ELH	ENCSR000ALK	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/05/2032d3e1-5a81-466b-8e72-d0e0edb34fdf/ENCFF059RAC.bam	s3://encode-public/2017/04/04/d071d65a-0b9a-4247-b3d4-fa3dda8aa42b/ENCFF537VGH.bam	ENCFF059RAC	ENCFF537VGH	hg19	hg19	https://www.encodeproject.org/files/ENCFF059RAC/@@download/ENCFF059RAC.bam	https://www.encodeproject.org/files/ENCFF537VGH/@@download/ENCFF537VGH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1106893266	1285283729	0.0	0.0	0.0	0.0	e2fe7a6c1622b5282234587d6b00d19d	b49073a5a0868a510fbafe524ae15fff	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000623	CL:0000623	natural killer cell	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF043NIU, ENCFF505OFY, ENCFF549HLL	ENCFF002LAJ, ENCFF612WYS, ENCFF807MUK	ENCSR723JLG	ENCSR391EQV	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/4722dd48-199c-4215-9aa3-dca2aae7ca24/ENCFF954MOS.bam	s3://encode-public/2016/12/19/feb77f46-4d83-4648-9b75-dc038e6f0ef4/ENCFF109OGO.bam	ENCFF954MOS	ENCFF109OGO	hg19	hg19	https://www.encodeproject.org/files/ENCFF954MOS/@@download/ENCFF954MOS.bam	https://www.encodeproject.org/files/ENCFF109OGO/@@download/ENCFF109OGO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1935070458	1978158749	0.0	0.0	0.0	0.0	fa7124ea01df0b7a945fc0b9e25812e6	bf828d5d1e16ea3d2229255007ee346e	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002231	CL:0002231	epithelial cell of prostate	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001EDY, ENCFF001EDZ, ENCFF549HLL	ENCFF317KRC, ENCFF807MUK, ENCFF851FQK	ENCSR000EPU	ENCSR910PDW	2011-10-19	2017-03-03	0.0	H3K27ac-human	s3://encode-public/2017/09/05/281b3532-a693-495a-b2c0-41e02f204e07/ENCFF291WWF.bam	s3://encode-public/2017/03/01/efeca9db-afa1-41c1-bd07-4a8de90d2a90/ENCFF143TOL.bam	ENCFF291WWF	ENCFF143TOL	hg19	hg19	https://www.encodeproject.org/files/ENCFF291WWF/@@download/ENCFF291WWF.bam	https://www.encodeproject.org/files/ENCFF143TOL/@@download/ENCFF143TOL.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	paired-ended	2065893769	8223371726	0.0	0.0	0.0	0.0	f8ef3d5361b7d00b97d8751723a0e976	91fcb83aeabd5ac357cea0c7f5ae195a	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002067	EFO:0002067	K562	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SWU, ENCFF549HLL	ENCFF000BXH, ENCFF807MUK	ENCSR000EKS	ENCSR000AKP	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/04/8840f405-c4a5-4411-bbb6-dee8d05cba5e/ENCFF892YSD.bam	s3://encode-public/2017/04/04/b8ce46b6-279d-4969-983f-330456d52184/ENCFF870ZYG.bam	ENCFF892YSD	ENCFF870ZYG	hg19	hg19	https://www.encodeproject.org/files/ENCFF892YSD/@@download/ENCFF892YSD.bam	https://www.encodeproject.org/files/ENCFF870ZYG/@@download/ENCFF870ZYG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	50.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3978715143	1007947497	0.0	0.0	0.0	0.0	ac5e5698f163225d906cfe5d4972ac8f	ddce80d77bcc08b7ea987f559cd43e68	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001059	CL:0001059	common myeloid progenitor, CD34-positive	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF275TIX, ENCFF306MQP, ENCFF549HLL, ENCFF880ECR	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	ENCSR564TUY	ENCSR891KSP	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/cb72283c-6265-4eea-9141-7ae372281ab7/ENCFF931KUF.bam	s3://encode-public/2016/12/19/5c1e6861-9457-42ea-bda6-808c509db820/ENCFF225YVB.bam	ENCFF931KUF	ENCFF225YVB	hg19	hg19	https://www.encodeproject.org/files/ENCFF931KUF/@@download/ENCFF931KUF.bam	https://www.encodeproject.org/files/ENCFF225YVB/@@download/ENCFF225YVB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2728504357	1294160990	0.0	0.0	0.0	0.0	ecf26f328ecc9849d594ad168585c671	738e58334280c634f5a55deec5c34f05	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000351	CL:0000351	trophoblast cell	0.0	0.0	0.0	primary cell	in vitro differentiated cells	released	released	ENCFF219IRB, ENCFF290TEN, ENCFF442OAX, ENCFF519VRP, ENCFF549HLL, ENCFF883LZW, ENCFF917VQR	ENCFF613EXZ, ENCFF807MUK	ENCSR809LCE	ENCSR425PQI	2016-05-09	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/05/36dcf87e-877a-4c1b-bcc5-9d5797e9677a/ENCFF109BKD.bam	s3://encode-public/2016/12/19/04ef80fe-6c9b-4427-a343-18945a9b008b/ENCFF241CWN.bam	ENCFF109BKD	ENCFF241CWN	hg19	hg19	https://www.encodeproject.org/files/ENCFF109BKD/@@download/ENCFF109BKD.bam	https://www.encodeproject.org/files/ENCFF241CWN/@@download/ENCFF241CWN.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	8467711945	1590711357	0.0	0.0	0.0	0.0	18b3c11bf3807dec6775ee5816824551	0288c0832a9c3e0385514bfd16976a94	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000182	CL:0000182	hepatocyte	0.0	0.0	0.0	primary cell	in vitro differentiated cells	released	released	ENCFF000SQQ, ENCFF549HLL	ENCFF343XGX, ENCFF667AVG, ENCFF807MUK	ENCSR000EJU	ENCSR507UDH	2011-04-19	2016-05-20	0.0	H3K27ac-human	s3://encode-public/2017/10/03/08e6c710-aaf5-4813-a1db-eb7cd5eb8728/ENCFF338XIK.bam	s3://encode-public/2016/10/13/a44c62ec-368d-4a68-8ac0-94c824b4a81e/ENCFF705YCO.bam	ENCFF338XIK	ENCFF705YCO	hg19	hg19	https://www.encodeproject.org/files/ENCFF338XIK/@@download/ENCFF338XIK.bam	https://www.encodeproject.org/files/ENCFF705YCO/@@download/ENCFF705YCO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2075612427	4915297316	0.0	0.0	0.0	0.0	66f43997a031054ad275a6ebdae27789	321b97101c1540d4eb462a80da82e4b2	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000223	CL:0000223	endodermal cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF099UXO, ENCFF282WAV, ENCFF549HLL, ENCFF602VMH, ENCFF667SWK	ENCFF199QKQ, ENCFF441DST, ENCFF807MUK	ENCSR166KPV	ENCSR200ETW	2017-12-13	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/12/05/0a9e4dc8-eae6-4822-8b9a-ef5624ab08cc/ENCFF106NQV.bam	s3://encode-public/2016/12/19/8b69b944-7c1d-4b88-ade5-461535f3734e/ENCFF324EOW.bam	ENCFF106NQV	ENCFF324EOW	hg19	hg19	https://www.encodeproject.org/files/ENCFF106NQV/@@download/ENCFF106NQV.bam	https://www.encodeproject.org/files/ENCFF324EOW/@@download/ENCFF324EOW.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	9456933337	1776499589	0.0	0.0	0.0	0.0	8fc26a88f7cbc224f3aaf0d2de667d01	2feeb4f272460cd621c28f06e3bfb3dc	0.0	0.0
